timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
100, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
110, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
120, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
130, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
140, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
150, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
160, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
170, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
180, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
190, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
200, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
210, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
220, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
230, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
240, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
250, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
260, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
270, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
280, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
290, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
300, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
310, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
320, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
330, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
340, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
350, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
360, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
370, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
380, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
390, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
400, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
410, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
420, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
430, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
440, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
450, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
460, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
470, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
480, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
490, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
500, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
510, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
520, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
530, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
540, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
550, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
560, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
570, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
580, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
590, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
600, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
610, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
620, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
630, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
640, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
650, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
660, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
670, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
680, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
690, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
700, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
710, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
720, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
730, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
740, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
750, 0.80, 0.32, 8.74, -15.62, 10.99, -14.22
760, 1.08, 0.28, 8.57, -17.33, 10.68, -14.04
770, 1.16, 0.34, 8.43, -18.37, 9.77, -13.61
780, 1.29, 0.35, 8.32, -17.76, 8.79, -13.37
790, 1.36, 0.20, 8.20, -15.87, 7.75, -13.24
800, 1.32, 0.03, 8.10, -12.94, 6.53, -13.55
810, 1.12, 0.04, 8.48, -14.04, 0.79, -12.51
820, 0.95, 0.33, 8.87, -15.01, -4.64, -10.86
830, 0.88, 0.56, 9.43, -13.98, -10.13, -8.00
840, 0.86, 0.60, 9.82, -9.46, -14.47, -5.68
850, 0.82, 0.66, 10.17, -3.72, -16.17, -4.27
860, 0.74, 0.71, 10.39, 8.91, -13.12, -3.11
870, 0.67, 0.44, 10.58, 12.15, -11.78, -2.99
880, 0.61, 0.30, 10.61, 12.02, -11.47, -2.99
890, 0.59, 0.19, 10.63, 10.25, -11.78, -3.23
900, 0.58, 0.21, 10.58, 8.06, -11.17, -3.30
910, 0.61, 0.21, 10.55, 3.97, -7.87, -4.82
920, 0.54, 0.16, 10.44, 2.93, -5.74, -5.98
930, 0.49, 0.24, 10.22, 2.14, -3.78, -6.71
940, 0.42, 0.26, 9.79, 1.89, -2.38, -6.96
950, 0.44, -0.04, 9.07, 1.95, -0.31, -7.39
960, 0.47, -0.29, 8.27, 0.00, 3.97, -9.09
970, 0.51, -0.92, 6.93, -9.22, 9.58, -13.31
980, 0.49, -1.38, 6.25, -11.90, 11.54, -14.77
990, 0.58, -1.65, 5.54, -10.62, 15.20, -14.95
